set,render,id_idx,mp_detected,iod_over_facew,eye_vpos,lower_face_ratio,bs_jawOpen,bs_eyeBlink,bs_mean_abs,arc_detected,arc_anchor_ok,arc_cosine
refs_v3,id_00_seed45823389.png,0,True,0.46683343693809193,0.41074461367591386,0.11392866064391974,0.010674439370632172,0.004507750039920211,0.09971206129005594,True,True,0.02556435763835907
refs_v3,id_00_seed47821814.png,0,True,0.5400979394232079,0.4433711769498368,0.12197529286233065,0.0016705919988453388,0.004312563920393586,0.10943334914584739,True,True,-0.0462140217423439
refs_v3,id_00_seed48519755.png,0,True,0.516237510815371,0.4111283531176475,0.13309361698887562,0.00033718915074132383,0.0018567715887911618,0.10514951621596598,True,True,0.06254231184720993
refs_v3,id_01_seed41764707.png,1,True,0.5154333463816306,0.3576217726877829,0.1386211895036455,0.005043143406510353,0.0017995383823290467,0.08699025362236167,True,True,0.0659327283501625
refs_v3,id_01_seed43763132.png,1,True,0.4919606864159607,0.4158657530892001,0.19442737952971562,0.00073928979691118,0.0024250108981505036,0.12603474280294338,True,True,0.05558045580983162
refs_v3,id_01_seed46209941.png,1,True,0.49811406811294695,0.3243409935359519,0.2283268966298069,0.0022656256332993507,0.0009683757380116731,0.0872530447915647,True,True,0.1117468997836113
refs_v3,id_02_seed41487874.png,2,True,0.5125932240938228,0.4302738142605819,0.13390284857204743,0.0012069983640685678,0.004033131990581751,0.10062502114274577,True,True,0.07976013422012329
refs_v3,id_02_seed44632624.png,2,True,0.5114155937838126,0.409147697440834,0.1406903003390487,0.0009324739221483469,0.002107621286995709,0.07818038641069595,True,True,0.19350114464759827
refs_v3,id_02_seed49566555.png,2,True,0.5154633174093526,0.3797458280898949,0.13887086693553383,0.0050344085320830345,0.0014156844408717006,0.07352837483846414,True,True,0.2603268027305603
refs_v3,id_03_seed40804865.png,3,True,0.48714141608880074,0.4231905516428326,0.1697619043379622,0.0006367081659846008,0.002483549411408603,0.09927626059549456,False,True,
refs_v3,id_03_seed48108499.png,3,True,0.47734963873219566,0.4150622684220886,0.18627479725994456,0.0003290102758910507,0.0024604617501609027,0.08402023610440724,True,True,0.13032203912734985
refs_v3,id_03_seed48806440.png,3,True,0.4865168655991612,0.40893731343609574,0.1469828901198619,0.0028244012501090765,0.0009708591969683766,0.10292422107091508,True,True,0.03807303309440613
refs_v3,id_04_seed41578155.png,4,True,0.515332248281305,0.4252391252731071,0.14289035707776682,0.0020434160251170397,0.0036067833425477147,0.11277014691255179,False,True,
refs_v3,id_04_seed46512086.png,4,True,0.5255365150604534,0.4460322358198237,0.13159602302132958,0.005110074765980244,0.0028792343800887465,0.12580920950152658,True,True,0.160487562417984
refs_v3,id_04_seed49656836.png,4,True,0.5204059658011949,0.43593244376543383,0.13565159854198885,0.0014067369047552347,0.0054660458117723465,0.1172619693988192,True,True,0.2908739745616913
refs_v3,id_05_seed43874523.png,5,True,0.494814342443209,0.37997506407513926,0.1830417235981526,0.002246653661131859,0.0024857850512489676,0.10218999400432939,True,True,0.2861889898777008
refs_v3,id_05_seed46244226.png,5,True,0.4933901064606606,0.40294850834361856,0.15455976036350672,0.002641575178131461,0.0016680257103871554,0.10219869591136913,True,True,0.27521729469299316
